Number,Word (Portuguese),Word (English),Imag_M,Imag_SD,Conc_M,Conc_SD,Subfreq_M,Subfreq_SD,P-PAL_Nlett,P-PAL_Nsyll,P-PAL_Syllabicstruct,P-PAL_PoS,P-PAL_FREQmil,P-PAL_FREQlog10,P-PAL_FREQZipf,P-PAL_ON,P-PAL_OLD20
3270,rural,rural,4.94,1.77,4.33,1.55,3.47,1.18,5,2,CV.CVC,ADJ,25.174,1.418,4.401,1,1.900
3271,rústico,rustic,4.56,1.60,3.91,1.94,3.33,1.16,7,3,CVC.CV.CV,"ADJ,N",1.622,0.419,3.210,1,2.250
3272,sábado,saturday,4.18,2.15,4.56,2.44,5.38,1.10,6,3,CV.CV.CV,N,143.707,2.161,5.158,0,1.950
3273,sábio,wise,3.69,1.93,3.58,2.00,3.72,1.58,5,2,CV.CVV,"ADJ,N",4.587,0.747,3.662,3,1.800
3274,sabor,taste,4.20,2.05,3.47,2.01,5.72,1.22,5,2,CV.CVC,N,19.991,1.322,4.301,2,1.900
3275,sabre,saber,4.26,2.39,5.24,1.79,1.88,0.98,5,2,CV.CCV,N,0.699,0.230,2.844,4,1.600
3276,sacerdote,priest,5.24,1.82,6.16,1.30,2.84,1.39,9,4,CV.CVC.CV.CV,N,7.753,0.942,3.890,0,3.400
3277,saco,sack,5.93,1.50,6.21,1.21,5.71,1.21,4,2,CV.CV,"N,V",16.078,1.232,4.206,14,1.000
3278,sacrifício,sacrifice,3.45,1.80,3.61,1.95,4.79,1.42,10,4,CV.CCV.CV.CVV,N,13.835,1.171,4.141,0,3.150
3279,safira,sapphire,4.77,2.18,5.79,1.67,2.38,1.17,6,3,CV.CV.CV,N,0.239,0.093,2.379,1,1.800
3280,sagaz,sagacious,2.85,1.82,2.83,1.76,2.02,1.21,5,2,CV.CVC,ADJ,0.567,0.195,2.753,1,1.900
3281,sagrado,sacred,4.08,2.02,2.80,1.85,3.78,1.17,7,3,CV.CCV.CV,"ADJ,N,V",10.587,1.064,4.025,1,1.650
3282,saia,skirt,6.08,1.24,6.18,1.15,4.65,1.46,4,2,CVV.V,"N,V",9.971,1.040,3.999,22,1.000
3283,saída,output,4.79,1.83,4.93,1.81,5.88,1.27,5,3,CV.V.CV,"ADJ,N,V",110.228,2.046,5.042,7,1.500
3284,sal,salt,5.62,1.92,6.71,0.65,6.00,0.99,3,1,CVC,N,16.898,1.253,4.228,8,1.500
3285,sala,living room,6.25,1.18,6.26,1.01,6.40,0.83,4,2,CV.CV,N,131.694,2.123,5.120,24,1.000
3286,salada,salad,5.65,1.51,6.55,0.66,5.74,1.06,6,3,CV.CV.CV,N,3.127,0.616,3.495,11,1.050
3287,salão,lounge,5.59,1.84,5.91,1.15,4.23,1.60,5,2,CV.CVV,N,20.841,1.339,4.319,17,1.000
3288,salário,salary,5.05,1.64,5.18,1.74,4.98,1.56,7,3,CV.CV.CVV,N,28.770,1.474,4.459,2,1.850
3289,salgalhada,hotchpotch,3.44,1.84,3.51,1.85,2.88,1.34,10,4,CVC.CV.CCV.CV,N,0.103,0.042,2.011,1,2.800
3290,saliência,ledge,4.03,1.80,3.98,1.81,3.02,1.17,9,4,CV.CV.VC.CVV,N,0.767,0.247,2.885,1,2.550
3291,saliente,projecting,3.90,1.95,4.25,1.82,3.79,1.25,8,4,CV.CV.VC.CV,"ADJ,V",4.734,0.759,3.675,3,1.700
3292,salmão,salmon,5.35,1.87,6.64,0.68,3.84,0.98,6,2,CVC.CVV,N,2.282,0.516,3.358,1,1.850
3293,salsa,parsley,5.88,1.42,6.14,1.42,4.36,1.41,5,2,CVC.CV,N,5.159,0.790,3.713,8,1.500
3294,salsicha,sausage,6.12,1.45,6.64,0.73,4.66,1.44,8,3,CVC.CV.CCV,N,0.415,0.151,2.618,0,2.650
3295,saltitante,jumpy,4.31,1.95,3.83,1.61,3.03,1.23,10,4,CVC.CV.CVC.CV,ADJ,0.376,0.139,2.575,0,2.600
3296,salvador,savior,4.21,1.96,3.63,1.86,3.11,0.94,8,3,CVC.CV.CVC,"ADJ,N",2.838,0.584,3.453,2,1.800
3297,salvamento,rescue,4.48,1.72,4.16,1.45,3.73,1.42,10,4,CVC.CV.CVC.CV,N,6.634,0.883,3.822,1,2.500
3298,sanção,sanction,3.59,1.75,2.91,1.27,2.98,1.37,6,2,CVC.CVV,N,5.286,0.798,3.723,2,1.850
3299,saneamento,swerage,4.37,1.90,4.93,1.83,3.32,1.19,10,5,CV.CV.V.CVC.CV,N,25.780,1.428,4.411,0,1.950
3300,sangrento,bloody,5.05,1.71,4.38,1.74,3.12,1.20,9,3,CVC.CCVC.CV,ADJ,3.210,0.624,3.507,2,2.350
3301,sangue,blood,6.19,1.18,6.41,0.90,4.72,1.31,6,2,CVC.CVV,N,73.769,1.874,4.868,7,1.550
3302,sanita,toilet,6.02,1.49,6.64,0.70,6.02,1.07,6,3,CV.CV.CV,N,0.899,0.279,2.954,3,1.750
3303,sanitário,bathroom,4.98,2.02,5.46,1.44,3.91,1.95,9,4,CV.CV.CV.CVV,"ADJ,N",10.474,1.060,4.020,2,2.350
3304,santo,saint,5.00,1.80,3.67,2.11,4.50,1.40,5,2,CVC.CV,"ADJ,N",17.367,1.264,4.240,9,1.350
3305,santuário,sanctuary,5.68,1.56,5.53,1.35,2.80,1.00,9,4,CVC.CV.V.CVV,N,10.504,1.061,4.021,0,2.750
3306,sapateira,shoe closet,5.90,1.41,6.11,1.13,3.48,1.50,9,4,CV.CV.CVV.CV,N,0.279,0.107,2.445,1,1.850
3307,sapateiro,shoemaker,5.73,1.44,5.77,1.36,3.55,1.09,9,4,CV.CV.CVV.CV,N,1.754,0.440,3.244,1,2.250
3308,sapatilha,sneaker,6.34,1.05,6.68,0.64,5.79,1.22,9,4,CV.CV.CV.CCV,N,0.103,0.042,2.011,1,2.650
3309,sapato,shoe,5.77,2.14,6.39,1.08,6.25,1.01,6,3,CV.CV.CV,N,2.731,0.572,3.436,1,1.850
3310,sapo,toad,5.63,1.97,6.48,0.93,3.97,1.45,4,2,CV.CV,N,1.676,0.427,3.224,11,1.300
3311,sarampo,measles,4.58,2.10,5.46,1.48,2.29,0.88,7,3,CV.CVC.CV,N,1.099,0.322,3.041,0,2.450
3312,sarcástico,sarcastic,3.62,2.05,2.93,1.40,3.86,1.41,10,4,CVC.CVC.CV.CV,ADJ,0.933,0.286,2.970,1,2.950
3313,sardinha,sardine,5.98,1.50,6.63,0.70,4.12,1.34,8,3,CVC.CV.CCV,N,8.217,0.965,3.915,3,1.800
3314,satisfação,satisfaction,3.89,1.87,3.48,1.69,5.16,1.25,10,4,CV.CVC.CV.CVV,N,26.146,1.434,4.417,1,2.650
3315,satisfatório,satisfactory,3.23,1.65,2.79,1.45,4.55,1.13,12,5,CV.CVC.CV.CV.CVV,ADJ,2.594,0.556,3.414,1,3.300
3316,satisfeito,satisfied,3.73,1.78,2.90,1.88,5.74,1.08,10,4,CV.CVC.CVV.CV,"ADJ,V",34.969,1.556,4.544,1,3.150
3317,saudação,salute,4.34,2.04,3.97,1.71,4.53,1.48,8,3,CVV.CV.CVV,N,3.991,0.698,3.601,1,2.150
3318,saudade,nostalgia,4.28,2.20,3.32,2.13,5.44,1.21,7,3,CVV.CV.CV,N,11.168,1.085,4.048,2,1.950
3319,saudável,healthy,4.00,1.77,4.09,1.89,5.40,1.31,8,3,CVV.CV.CVC,ADJ,13.210,1.153,4.121,0,2.650
3320,saúde,health,4.40,1.80,3.72,1.93,5.81,1.39,5,3,CV.V.CV,"INT,N,V",213.627,2.332,5.330,5,1.650
3321,sável,allis shad (fish),3.83,2.37,4.34,2.15,1.43,0.67,5,2,CV.CVC,N,1.231,0.349,3.090,0,2.000
3322,saxofone,saxophone,5.81,1.53,5.79,1.97,2.82,1.35,8,4,CV.CV.CV.CV,N,3.855,0.686,3.586,0,3.450
3323,sé,see,4.59,2.22,5.59,1.45,2.69,1.23,2,1,CV,N,10.601,1.065,4.025,9,1.450
3324,sebo,grime,3.46,2.00,4.08,1.88,2.15,0.96,4,2,CV.CV,N,0.689,0.228,2.838,13,1.300
3325,seca,drought,4.13,1.72,4.30,1.86,5.86,1.15,4,2,CV.CV,"ADJ,N,V",20.748,1.337,4.317,16,1.000
3326,secador,hairdryer,5.75,1.71,6.54,0.79,4.95,1.33,7,3,CV.CV.CVC,"ADJ,N",0.322,0.121,2.508,6,1.650
3327,secção,section,3.51,1.75,3.75,1.61,4.40,1.56,6,2,CVC.CVV,N,60.417,1.788,4.781,1,1.900
3328,seco,dry,4.50,1.80,4.41,2.09,5.52,1.24,4,2,CV.CV,"ADJ,N,V",10.963,1.078,4.040,17,1.000
3329,secretária,secretary / desk,5.88,1.52,6.48,0.82,5.38,1.24,10,4,CV.CCV.CV.CVV,N,26.879,1.445,4.429,2,2.200
3330,secretário,secretary,4.81,2.06,5.47,1.41,3.91,1.43,10,4,CV.CCV.CV.CVV,N,168.584,2.229,5.227,2,2.400
3331,secreto,secret,3.85,2.12,2.95,1.77,4.37,1.16,7,3,CV.CCV.CV,ADJ,13.322,1.156,4.125,2,2.000
3332,sector,sector,2.92,1.64,3.52,1.68,4.30,1.39,6,2,CVC.CVC,N,231.707,2.367,5.365,1,1.950
3333,século,century,3.61,1.90,3.97,2.16,4.00,1.36,6,3,CV.CV.CV,N,186.557,2.273,5.271,2,1.900
3334,secundário,secondary,3.57,1.96,3.97,1.77,4.46,1.28,10,4,CV.CVC.CV.CVV,"ADJ,N",34.237,1.547,4.535,1,2.650
3335,seda,silk,4.79,1.93,5.40,1.60,3.07,0.97,4,2,CV.CV,"N,V",6.322,0.865,3.801,15,1.000
3336,sede,thirst,4.18,1.95,3.93,1.70,5.74,1.54,4,2,CV.CV,"N,V",117.483,2.074,5.070,13,1.200
3337,sedutor,seductive,4.60,1.91,3.54,1.79,4.41,1.50,7,3,CV.CV.CVC,"ADJ,N",1.690,0.430,3.228,1,2.200
3338,segredo,secret,4.03,2.05,3.03,1.88,4.67,1.33,7,3,CV.CCV.CV,"N,V",39.386,1.606,4.595,4,1.700
3339,segundo,second,3.26,1.96,3.66,2.23,5.87,1.28,7,3,CV.CVC.CV,"ADJ,ADV,CONJ,N,PREP,QUANT",796.605,2.902,5.901,5,1.600
3340,segurança,safety,4.26,1.81,3.71,1.94,5.13,1.36,9,4,CV.CV.CVC.CV,N,264.864,2.425,5.423,0,2.600
3341,seguro,safe,3.79,1.76,3.66,1.80,5.02,1.32,6,3,CV.CV.CV,"ADJ,N,V",42.932,1.643,4.633,2,1.800
3342,seio,breast,5.16,1.91,5.89,1.32,4.12,1.58,4,2,CVV.V,N,36.665,1.576,4.564,17,1.000
3343,selo,stamp,5.24,1.86,6.07,1.26,3.80,1.46,4,2,CV.CV,"N,V",8.628,0.984,3.936,20,1.000
3344,selvagem,wild,4.78,1.38,3.53,1.81,4.11,1.51,8,3,CVC.CV.CVC,"ADJ,N",9.331,1.014,3.970,0,2.400
3345,semana,week,4.06,2.07,4.66,2.08,5.96,1.19,6,3,CV.CV.CV,N,415.367,2.620,5.618,0,1.850
3346,semanal,weekly,3.82,2.09,4.02,1.92,4.55,1.56,7,3,CV.CV.CVC,ADJ,13.552,1.163,4.132,2,2.250
3347,semelhança,similarity,3.38,1.69,3.27,1.51,4.61,1.28,10,4,CV.CV.CCVC.CV,N,38.272,1.594,4.583,0,3.100
3348,semente,seed,5.53,1.55,6.20,1.00,3.63,1.04,7,3,CV.CVC.CV,N,3.210,0.624,3.507,5,1.650
3349,semestre,semester,3.45,1.89,4.39,2.16,5.36,1.53,8,3,CV.CVC.CCV,N,32.468,1.525,4.512,0,2.400
3350,seminário,seminar,3.77,1.84,4.67,1.85,3.43,1.49,9,4,CV.CV.CV.CVV,N,28.423,1.469,4.454,1,2.550
3351,senado,senate,3.33,1.89,4.11,2.11,2.52,1.10,6,3,CV.CV.CV,N,20.958,1.342,4.321,7,1.450
3352,senador,senator,4.33,1.86,5.03,1.80,2.48,1.28,7,3,CV.CV.CVC,N,10.889,1.075,4.037,4,1.700
3353,senhor,mister,5.07,1.83,5.22,1.65,6.36,0.93,6,2,CV.CCVC,N,102.470,2.015,5.011,3,1.800
3354,sensação,sensation,3.85,2.08,2.61,1.99,5.07,1.34,8,3,CVC.CV.CVV,N,32.077,1.520,4.506,1,2.350
3355,sensato,sensible,3.39,1.89,3.40,2.05,4.07,1.40,7,3,CVC.CV.CV,ADJ,2.106,0.492,3.323,1,2.200
3356,sensual,sensual,5.17,1.44,3.66,1.84,4.47,1.44,7,3,CVC.CV.VC,ADJ,3.224,0.626,3.508,0,2.850
3357,sentido,sense,3.25,1.81,3.32,1.69,5.33,1.37,7,3,CVC.CV.CV,"ADJ,N,V",310.806,2.494,5.493,3,1.750
3358,sentimental,sentimental,4.00,2.17,2.41,1.46,4.69,1.44,11,4,CVC.CV.CVC.CVC,"ADJ,N",5.320,0.801,3.726,0,3.050
3359,sentimento,feeling,4.28,2.13,2.66,1.93,5.35,1.32,10,4,CVC.CV.CVC.CV,N,40.470,1.618,4.607,0,2.450
3360,separação,separation,3.48,1.72,3.31,1.59,4.41,1.63,9,4,CV.CV.CV.CVV,N,21.246,1.347,4.327,2,2.350
3361,separado,separated,3.55,1.85,3.64,1.75,4.75,1.27,8,4,CV.CV.CV.CV,"ADJ,V",7.563,0.933,3.879,3,1.700
3362,sepultura,tomb,5.52,1.52,6.15,1.18,2.82,1.05,9,4,CV.CVC.CV.CV,N,4.245,0.720,3.628,1,2.450
3363,sequência,sequency,3.89,1.75,4.03,1.81,4.98,1.29,9,3,CV.CVVC.CVV,N,125.866,2.103,5.100,1,2.600
3364,sereno,serene,3.63,1.86,3.25,1.63,4.05,1.36,6,3,CV.CV.CV,"ADJ,N,V",4.920,0.772,3.692,2,1.800
3365,série,series,4.47,1.85,3.93,1.79,5.50,1.30,5,2,CV.CVV,N,182.419,2.263,5.261,3,1.800
3366,seringa,syringe,5.19,2.06,6.62,0.76,3.25,1.28,7,3,CV.CVC.CV,"N,V",2.970,0.599,3.473,0,1.800
3367,sério,serious,3.83,1.80,3.80,1.86,5.63,1.29,5,2,CV.CVV,"ADJ,ADV,N",50.348,1.711,4.702,5,1.600
3368,sermão,sermon,4.21,2.02,3.14,1.84,4.02,1.42,6,2,CVC.CVV,N,2.277,0.515,3.357,2,1.850
3369,serpente,serpent,6.36,1.17,6.73,0.67,3.10,1.17,8,3,CVC.CVC.CV,"N,V",2.653,0.563,3.424,2,1.850
3370,serra,saw,5.97,1.39,6.24,1.07,3.45,1.48,5,2,CVC.CV,"N,V",31.784,1.516,4.502,12,1.200
3371,serralheiro,locksmith,5.11,1.84,5.85,1.47,3.20,1.30,11,4,CVC.CV.CCVV.CV,N,1.456,0.390,3.163,0,3.150
3372,serrote,handsaw,5.48,1.79,6.58,0.85,2.53,1.10,7,3,CVC.CV.CV,N,0.293,0.112,2.467,1,2.150
3373,serviço,service,3.90,1.96,3.74,1.73,5.32,1.15,7,3,CVC.CV.CV,N,222.532,2.349,5.347,1,1.850
3374,sessão,session,3.36,1.64,3.91,1.79,4.74,1.32,6,2,CVC.CVV,N,174.837,2.245,5.243,1,1.950
3375,seta,arrow,6.08,1.50,6.34,1.00,3.86,1.59,4,2,CV.CV,N,1.690,0.430,3.228,17,1.000
3376,severo,severe,3.67,1.74,3.24,1.78,3.66,1.35,6,3,CV.CV.CV,ADJ,3.351,0.639,3.525,1,1.900
3377,sexo,sex,6.00,1.27,5.47,1.58,5.55,1.22,4,2,CV.CV,N,40.123,1.614,4.603,11,1.300
3378,sexual,sexual,5.23,1.59,4.11,1.94,4.96,1.41,6,3,CV.CV.VC,ADJ,34.217,1.547,4.534,0,2.400
3379,sífilis,syphilis,3.36,2.29,5.20,2.04,1.94,0.71,7,3,CV.CV.CVC,N,1.387,0.378,3.142,0,2.950
3380,significado,meaning,3.19,1.84,3.14,2.03,5.04,1.28,11,5,CVC.CV.CV.CV.CV,"N,V",30.499,1.498,4.484,2,1.800
3381,sílaba,syllable,3.97,1.92,5.08,1.87,3.90,1.52,6,3,CV.CV.CV,N,0.962,0.293,2.983,0,2.450
3382,silêncio,silence,4.00,2.06,3.03,2.01,5.71,1.35,8,3,CV.CVC.CVV,N,70.637,1.855,4.849,1,2.600
3383,silencioso,silent,3.67,1.86,3.60,1.93,5.18,1.21,10,5,CV.CVC.CV.V.CV,"ADJ,N",4.299,0.724,3.633,1,2.450
3384,simbólico,symbolic,3.38,1.93,2.86,1.69,3.75,1.31,9,4,CVC.CV.CV.CV,ADJ,12.047,1.116,4.081,1,2.600
3385,símbolo,symbol,4.92,1.72,4.59,2.00,4.62,1.45,7,3,CVC.CV.CV,N,29.517,1.485,4.470,0,2.800
3386,simpático,nice,4.21,1.76,3.16,1.94,5.60,1.24,9,4,CVC.CV.CV.CV,ADJ,9.228,1.010,3.965,1,2.550
3387,simples,simple,3.50,2.05,2.90,1.82,6.29,0.98,7,2,CVC.CCVC,"ADJ,N",132.530,2.126,5.122,1,2.350
3388,simplicidade,simplicity,3.52,1.85,3.13,1.89,4.45,1.51,12,5,CVC.CCV.CV.CV.CV,N,10.039,1.043,4.002,0,3.350
3389,sinal,signal,5.18,1.83,4.48,1.93,5.36,1.25,5,2,CV.CVC,N,86.534,1.942,4.937,3,1.800
3390,sincero,sincere,3.83,1.98,3.17,1.75,5.57,1.17,7,3,CVC.CV.CV,ADJ,3.864,0.687,3.587,2,2.350
3391,sinistro,dreary,3.89,1.88,2.95,1.67,3.15,1.06,8,3,CV.CVC.CCV,"ADJ,N,V",3.977,0.697,3.600,3,2.250
3392,sino,bell,5.80,1.69,6.43,0.87,3.37,1.59,4,2,CV.CV,N,2.970,0.599,3.473,17,1.000
3393,sinónimo,synonym,3.18,1.84,3.80,1.90,4.28,1.46,8,4,CV.CV.CV.CV,"ADJ,N",7.250,0.916,3.860,1,2.600
3394,síntese,synthesis,2.93,1.53,3.25,1.85,4.47,1.52,7,3,CVC.CV.CV,N,18.828,1.297,4.275,0,2.750
3395,sintoma,symptom,3.77,1.90,3.18,1.70,4.04,1.24,7,3,CVC.CV.CV,N,5.604,0.820,3.749,0,2.250
3396,sintomático,symptomatic,2.65,1.49,2.57,1.14,2.55,1.34,11,5,CVC.CV.CV.CV.CV,ADJ,3.918,0.692,3.593,1,2.600
3397,sistema,system,2.90,1.28,3.46,1.81,5.30,1.19,7,3,CVC.CV.CV,N,320.645,2.507,5.506,0,2.450
3398,sistemático,systematic,2.67,1.60,3.31,1.88,3.82,1.14,11,5,CVC.CV.CV.CV.CV,ADJ,5.452,0.810,3.737,1,2.650
3399,sítio,site,3.97,1.95,4.11,1.97,5.55,1.29,5,2,CV.CVV,N,39.620,1.609,4.598,4,1.750
3400,situação,situation,3.29,1.75,3.25,1.72,5.82,1.23,8,4,CV.CV.V.CVV,N,542.239,2.735,5.734,1,2.450
3401,snobe,snob,3.81,2.06,3.14,1.67,2.31,1.14,5,2,CCV.CV,N,0.024,0.011,1.387,1,1.800
3402,soberania,sovereignty,3.27,1.82,2.95,1.52,2.98,1.02,9,5,CV.CV.CV.CV.V,N,31.286,1.509,4.495,0,2.400
3403,soberbo,superb,2.50,1.38,3.49,1.67,2.87,1.19,7,3,CV.CVC.CV,"ADJ,N",2.374,0.528,3.376,1,2.450
3404,sobrancelha,eyebrow,6.49,1.07,6.61,0.78,4.41,1.35,11,4,CV.CCVC.CV.CCV,N,0.235,0.092,2.370,0,3.500
3405,sobretudo,overcoat,3.98,2.18,4.37,2.02,4.72,1.79,9,4,CV.CCV.CV.CV,"ADV,N",272.734,2.437,5.436,0,2.750
3406,sóbrio,sober,4.39,1.85,3.90,1.87,4.14,1.30,6,2,CV.CCVV,ADJ,2.545,0.550,3.406,1,1.900
3407,social,social,3.34,1.97,3.24,2.02,5.26,1.36,6,3,CV.CV.VC,ADJ,352.532,2.548,5.547,0,2.000
3408,socialista,socialist,3.35,1.70,3.10,1.96,3.93,1.62,10,5,CV.CV.V.CVC.CV,"ADJ,N",129.066,2.114,5.111,0,2.550
3409,sociável,sociable,4.12,1.78,3.64,1.70,4.76,1.29,8,4,CV.CV.V.CVC,ADJ,0.337,0.126,2.528,0,2.500
3410,sociedade,society,4.37,1.82,4.18,1.93,5.39,1.22,9,5,CV.CV.V.CV.CV,N,254.952,2.408,5.407,1,2.550
3411,soco,punch,5.57,1.35,5.43,1.44,4.09,1.78,4,2,CV.CV,"N,V",1.685,0.429,3.227,13,1.100
3412,socorro,help,4.59,1.99,3.46,1.76,4.12,1.34,7,3,CV.CVC.CV,"INT,N,V",13.352,1.157,4.126,3,1.800
3413,sofá,couch,6.29,1.02,6.81,0.40,6.30,0.81,4,2,CV.CV,N,4.333,0.727,3.637,0,1.950
3414,sofrimento,suffering,4.17,1.66,2.83,1.82,4.68,1.55,10,4,CV.CCV.CVC.CV,N,19.932,1.321,4.300,0,2.700
3415,soja,soya,4.53,1.92,5.77,1.44,3.52,1.50,4,2,CV.CV,N,2.311,0.520,3.364,15,1.200
3416,sol,sun,6.07,1.53,6.24,1.06,6.50,0.67,3,1,CVC,N,74.458,1.878,4.872,11,1.300
3417,solar,solar,4.84,1.77,4.12,1.66,4.04,1.44,5,2,CV.CVC,"ADJ,N,V",13.454,1.160,4.129,16,1.000
3418,soldado,soldier,5.62,1.69,6.23,1.13,3.74,1.29,7,3,CVC.CV.CV,"ADJ,N,V",16.718,1.248,4.223,6,1.500
3419,solene,solemn,2.80,1.45,2.83,1.37,2.84,1.20,6,3,CV.CV.CV,ADJ,13.254,1.154,4.122,0,1.950
3420,solha,plaice (fish),4.43,1.92,5.48,1.87,2.30,1.05,5,2,CV.CCV,N,0.337,0.126,2.528,13,1.200
3421,solicitador,solicitor,3.26,1.93,4.75,2.00,2.75,0.91,11,5,CV.CV.CV.CV.CVC,N,1.129,0.328,3.053,1,2.250
3422,solidão,loneliness,3.44,1.86,3.30,1.97,4.23,1.33,7,3,CV.CV.CVV,N,15.448,1.216,4.189,0,2.000
3423,sólido,solid,4.79,1.87,4.98,1.78,4.44,1.43,6,3,CV.CV.CV,"ADJ,N",5.364,0.804,3.730,1,1.850
3424,solitário,lonely,3.84,1.70,3.66,1.84,4.30,1.50,9,4,CV.CV.CV.CVV,"ADJ,N",8.545,0.980,3.932,2,2.350
3425,solo,soil,5.60,1.43,6.05,1.09,3.89,1.47,4,2,CV.CV,"N,V",42.415,1.638,4.628,14,1.000
3426,solto,loose,3.75,1.86,3.33,1.62,4.21,1.59,5,2,CVC.CV,"ADJ,V",3.517,0.655,3.546,8,1.400
3427,solução,solution,3.48,2.01,3.61,1.93,5.56,1.34,7,3,CV.CV.CVV,N,160.640,2.209,5.206,1,1.900
3428,soluço,sob,4.74,1.86,4.77,1.84,4.05,1.22,6,3,CV.CV.CV,"N,V",0.503,0.177,2.702,2,1.750
3429,soma,sum,3.84,1.98,4.36,2.04,5.28,1.51,4,2,CV.CV,"N,V",22.678,1.374,4.356,17,1.000
3430,sombra,shade,5.33,1.64,4.38,2.01,4.69,1.38,6,2,CVC.CCV,N,40.680,1.620,4.609,1,1.800
3431,sonda,probe,4.31,1.96,4.56,1.71,2.61,1.11,5,2,CVC.CV,"N,V",5.530,0.815,3.743,11,1.200
3432,sondagem,survey,3.68,1.72,3.53,1.74,3.48,1.09,8,3,CVC.CV.CVC,N,33.470,1.537,4.525,2,2.100
3433,soneto,sonnet,3.70,1.96,4.09,1.90,2.72,1.47,6,3,CV.CV.CV,N,2.413,0.533,3.383,0,1.950
3434,sonho,dream,4.89,2.04,2.76,1.87,5.67,1.25,5,2,CV.CCV,"N,V",55.498,1.752,4.744,9,1.400
3435,sono,sleep,4.95,1.84,4.00,2.16,6.47,0.81,4,2,CV.CV,N,15.135,1.208,4.180,12,1.100
3436,sonoro,sonorous,3.97,1.90,3.75,1.86,4.27,1.38,6,3,CV.CV.CV,ADJ,6.771,0.891,3.831,1,1.900
3437,sopa,soup,5.77,1.93,6.55,0.76,6.13,0.90,4,2,CV.CV,N,14.075,1.178,4.148,14,1.150
3438,sorriso,smile,6.31,1.04,5.25,1.90,6.07,1.11,7,3,CVC.CV.CV,N,25.785,1.428,4.411,1,1.800
3439,sorte,luck,3.82,2.00,1.98,1.34,5.47,1.16,5,2,CVC.CV,N,60.671,1.790,4.783,9,1.500
3440,sorteio,raffle,4.45,1.82,4.52,1.83,4.09,1.30,7,3,CVC.CVV.V,"N,V",13.840,1.171,4.141,1,1.850
3441,sortudo,lucky,4.08,2.01,3.18,1.71,4.45,1.43,7,3,CVC.CV.CV,"ADJ,N",0.225,0.088,2.352,2,1.950
3442,sossegado,quiet,3.68,1.95,3.34,1.71,5.32,1.18,9,4,CVC.CV.CV.CV,"ADJ,V",2.252,0.512,3.353,1,1.950
3443,sótão,attic,5.69,1.58,6.16,1.16,3.25,1.07,5,2,CV.CVV,N,2.355,0.526,3.372,0,1.950
3444,sotaque,accent,4.10,1.91,3.69,1.95,4.47,1.17,7,3,CV.CV.CVV,N,4.143,0.711,3.617,0,2.700
3445,soviético,Soviet,4.08,1.97,4.71,1.89,2.15,0.77,9,5,CV.CV.V.CV.CV,ADJ,24.114,1.400,4.382,1,2.700
3446,sozinho,alone,4.24,1.99,4.09,1.99,5.26,1.26,7,3,CV.CV.CCV,ADJ,28.975,1.477,4.462,6,1.500
3447,suave,smooth,4.16,1.91,3.53,1.87,4.49,1.36,5,3,CV.V.CV,ADJ,11.373,1.093,4.056,1,1.900
3448,subida,ascent,5.13,1.51,5.02,1.74,5.09,1.38,6,3,CV.CV.CV,"ADJ,N,V",79.025,1.903,4.898,4,1.700
3449,súbito,sudden,2.62,1.42,2.62,1.40,3.63,1.50,6,3,CV.CV.CV,"ADJ,ADV",5.183,0.791,3.715,3,1.750
3450,subjectivo,subjective,2.69,1.83,2.60,1.79,4.98,1.41,10,4,CVC.CVC.CV.CV,"ADJ,N,V",1.744,0.438,3.242,2,2.400
3451,subjugado,overwhelmed,2.90,1.67,3.14,1.81,2.53,1.31,9,4,CVC.CV.CV.CV,V,0.508,0.178,2.706,1,2.250
3452,submarino,submarine,5.56,1.91,6.07,1.32,2.56,1.05,9,4,CVC.CV.CV.CV,"ADJ,N",5.257,0.796,3.721,1,2.650
3453,suborno,bribery,3.44,1.86,3.28,1.59,3.25,1.30,7,3,CV.CVC.CV,"N,V",2.360,0.526,3.373,1,2.250
3454,subsídio,subsidy,3.81,1.82,3.83,1.73,4.63,1.59,8,3,CVC.CV.CVV,N,36.152,1.570,4.558,1,2.550
3455,substituição,replacement,3.58,1.86,3.12,1.69,4.71,1.24,12,5,CVCC.CV.CV.V.CVV,N,40.993,1.623,4.613,1,2.850
3456,subterfúgio,subterfuge,3.00,1.92,2.43,1.48,1.77,0.97,11,4,CVC.CVC.CV.CVV,N,0.586,0.200,2.768,0,4.450
3457,sucesso,success,4.13,1.88,3.03,1.95,5.07,1.24,7,3,CV.CVC.CV,N,110.492,2.047,5.043,0,2.200
3458,suficiente,sufficient,2.94,1.72,3.34,1.81,5.39,1.00,10,5,CV.CV.CV.VC.CV,"ADJ,N",69.186,1.846,4.840,0,3.000
3459,sugestão,suggestion,3.30,1.73,3.34,2.01,5.05,1.37,8,3,CV.CVC.CVV,N,16.351,1.239,4.214,0,2.650
3460,suicídio,suicide,4.75,1.65,4.10,2.08,3.67,1.58,8,4,CV.V.CV.CVV,N,17.294,1.262,4.238,0,2.750
3461,sujeito,subject,4.43,1.81,4.20,2.01,5.62,1.35,7,3,CV.CVV.CV,"N,V",26.918,1.446,4.430,2,1.800
3462,sujidade,dirt,5.41,1.50,5.04,1.80,4.56,1.20,8,4,CV.CV.CV.CV,N,1.729,0.436,3.238,1,2.450
